Product-id,Seller-id,Product-SKU,Product-Title,Product-Brand,Author,URL,img_URL,Regular-Price,Final-Price,Comment,TIKI-NOW,Rating,Installment,Page,Location
58917852,58917854,7817301852701,bộ ga drap thun lạnh Hàn Quốc cao cấp 4 món HỌA TIẾT HOẠT HÌNH 1M6X2MX2 TẤC,OEM,,https://tiki.vn/bo-ga-drap-thun-lanh-han-quoc-cao-cap-4-mon-hoa-tiet-hoat-hinh-1m6x2mx2-tac-p58917852.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/50/23/b1/00c139afde8be760b4c658bb5ac6cfec.jpg,295.000đ,155.000đ                                            -47%,2 nhận xét,YES,40%,,11,35
13369293,59153665,9357446952181,Bịt mắt ngủ có túi giải nhiệt làm mát mắt,OEM,,https://tiki.vn/bit-mat-ngu-co-tui-giai-nhiet-lam-mat-mat-p13369293.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/6f/f0/e3/f2d9ddc93047692a721e7d05ca1f683a.jpg,109.000đ,49.000đ                                            -55%,11 nhận xét,YES,84%,,11,36
16318094,68400494,5054300518289,Nệm cao su Liên Á Dome Blue,Liên Á,,https://tiki.vn/nem-cao-su-lien-a-dome-blue-p16318094.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/11/f0/eb/256a3ae0c4ba49dc4c1e7983bf3edbc5.jpg,10.880.000đ,8.380.000đ                                            -23%,1 nhận xét,NO,100%,,11,37
10686363,35155946,1040933770228,Bộ vỏ chăn drap gối cotton TC một màu (Xám nhạt) free size,OEM,,https://tiki.vn/bo-vo-chan-drap-goi-cotton-tc-mot-mau-xam-nhat-free-size-p10686363.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/5f/d1/f0/8146a7f4dd2e0caf301e077ee0d716a0.jpg,990.000đ,299.000đ                                            -70%,6 nhận xét,YES,80%,,11,38
32719912,32719913,8583674270532,Bộ chăn gối văn phòng 3 trong 1 Màu Cam Thời Trang Everest,Everest,,https://tiki.vn/bo-chan-goi-van-phong-3-trong-1-mau-cam-thoi-trang-everest-p32719912.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/7f/28/ab/92548d9c06b6c5a81b7863559493a3e1.jpg,178.000đ,149.000đ                                            -16%,23 nhận xét,YES,92%,,11,39
26148736,55516781,6343826516411,"Dụng Cụ Chống Ngáy Khi Ngủ, Lọc Không Khí 2 In 1",OEM,,https://tiki.vn/dung-cu-chong-ngay-khi-ngu-loc-khong-khi-2-in-1-p26148736.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/c9/c3/ff/9f623e054a2b8db90e7313b978ba4e80.jpg,90.000đ,59.000đ                                            -34%,4 nhận xét,YES,60%,,11,40
49125785,50227515,3782214997686,Bộ võng xếp người lớn khung inox phi tròn 32 lưới 2 lớp nẹp bản rộng 45cm màu xanh lá an toàn bền bỉ TD.,OEM,,https://tiki.vn/bo-vong-xep-nguoi-lon-khung-inox-phi-tron-32-luoi-2-lop-nep-ban-rong-45cm-mau-xanh-la-an-toan-ben-bi-td-p49125785.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/8d/38/b2/103e65e2387eba9056b777c19f93e44a.jpg,1.299.000đ,575.000đ                                            -56%,11 nhận xét,YES,82%,,11,41
15941342,31904265,4760728708393,Lưới võng xếp Hoàng Anh kèm vỏ gối,OEM,,https://tiki.vn/luoi-vong-xep-hoang-anh-kem-vo-goi-p15941342.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/7a/2a/e5/af9e698831f95cb6d261bc4bec0116d1.jpg,399.000đ,250.000đ                                            -37%,1 nhận xét,YES,20%,,11,42
50454821,50454822,8558040015208,"Gối ngủ trưa văn phòng, du lịch kê cổ chữ u tặng kèm miếng che mắt - Gấu nâu tặng kèm miếng che mắt",OEM,,https://tiki.vn/goi-ngu-trua-van-phong-du-lich-ke-co-chu-u-tang-kem-mieng-che-mat-gau-nau-tang-kem-mieng-che-mat-p50454821.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/84/40/b1/5e52eb63d03225b278756fecf404d210.jpg,135.000đ,77.000đ                                            -43%,1 nhận xét,YES,100%,,11,43
18772080,61261850,3019483895758,Nệm Cao Su Non Gấp 3 1m6x2mx10cm,Happy,,https://tiki.vn/nem-cao-su-non-gap-3-1m6x2mx10cm-p18772080.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/36/92/e9/7a241a6cc7cac0d933614a12c9370e95.jpg,2.583.000đ,1.149.000đ                                            -56%,1 nhận xét,NO,100%,,11,44
55550239,55550240,8522943453382,Gối Kê Cổ chữ U B&Q Sọc Kẻ Hình Thú đáng yêu (mẫu ngẫu nhiên),OEM,,https://tiki.vn/goi-ke-co-chu-u-b-q-soc-ke-hinh-thu-dang-yeu-mau-ngau-nhien-p55550239.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/50/27/d9/b01bcb128016a89269ef09f39d22f78f.jpg,90.000đ,68.000đ                                            -24%,2 nhận xét,YES,100%,,11,45
63133571,63133572,6715562779908,Mền lông cừu xanh dương đậm cao cấp A - 1m8x2m,A,,https://tiki.vn/men-long-cuu-xanh-duong-da-m-cao-cap-a-1m8x2m-p63133571.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/23/97/f9/b6d4e610ca66acc144690e9161c378ac.png,190.000đ,175.000đ                                            -8%,5 nhận xét,YES,96%,,11,46
58405267,58405269,6142548113775,Bộ ra thun Hàn Quốc cao cấp 4 món,OEM,,https://tiki.vn/bo-ra-thun-han-quoc-cao-cap-4-mon-p58405267.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/c1/81/80/1032e26ae528b30ced6116f650d71893.jpg,255.000đ,130.000đ                                            -49%,2 nhận xét,YES,100%,,11,47
40889752,43854438,4292714223851,Bộ ga không mền Drap24 - M19,Drap24,,https://tiki.vn/bo-ga-khong-men-drap24-m19-p40889752.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/62/a7/b9/195170e4cf1de509aeda4833ab04a006.jpg,649.000đ,99.000đ                                            -85%,1 nhận xét,YES,100%,,12,0
1056188,14262022,3956631610033,Nệm Cao Su Vạn Thành Standard VTCS145 (140 x 200 x 5 cm),Vạn Thành,,https://tiki.vn/nem-cao-su-van-thanh-standard-vtcs145-140-x-200-x-5-cm-p1056188.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/84/9c/97/b903c2f248d6e926b7e3f5e500f97429.jpg,5.940.000đ,4.330.000đ                                            -27%,3 nhận xét,YES,94%,Trả góp 0%,12,1
14274908,46649831,9625859478346,Ga hoa văn chống thấm cao cấp 1m6x2m - giao mầu ngẫu nhiên,OEM,,https://tiki.vn/ga-hoa-chong-tham-cao-cap-1m6x2m-giao-mau-ngau-nhien-p14274908.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/ce/8c/4d/f18bceaaa89760e9841aa2abdc842945.jpg,260.000đ,99.000đ                                            -62%,22 nhận xét,YES,78%,,12,2
